number,contact_type,u_wait_reason,assignment_group,closed_at,resolved_at,u_subcategory,u_symptom,opened_at,sys_mod_count,reassignment_count
INC0105021,Email,,Service Desk,1/18/21 15:00,1/15/21 15:00,General Information,How To/Question,1/6/21 14:50,3,0
INC0105222,,,Student Computing,1/18/21 15:00,1/15/21 15:00,General Information,How To/Question,1/15/21 14:04,3,0
INC0105220,Phone,,Service Desk,1/18/21 13:00,1/15/21 13:00,Google Mail,Configure/Modify,1/15/21 12:01,1,0
INC0105124,Email,,Student Computing,1/18/21 12:00,1/15/21 12:00,General Information,How To/Question,1/11/21 19:30,13,0
INC0105219,Phone,,Service Desk,1/18/21 12:00,1/15/21 12:00,College Account/Identity Mgmt,Error/Bug,1/15/21 11:50,1,0
INC0104995,Email,,Systems,1/18/21 11:00,1/15/21 11:00,Other/Not Listed,Error/Bug,1/5/21 14:28,13,1
INC0105005,,,Student Computing,1/18/21 10:00,1/15/21 10:00,General Information,How To/Question,1/5/21 20:59,4,0
INC0105215,Phone,,Service Desk,1/18/21 10:00,1/15/21 10:00,Other Google Service,How To/Question,1/15/21 9:10,1,0
INC0105213,Email,,Service Desk,1/18/21 10:00,1/15/21 10:00,Desktop Application,Install/New,1/15/21 2:06,2,0
INC0105214,Self-service,,Networks,1/18/21 9:00,1/15/21 9:00,Wired Network,Connectivity/Down,1/15/21 8:49,4,0
INC0105159,Email,,Service Desk,1/17/21 18:00,1/14/21 18:00,Desktop Application,Error/Bug,1/12/21 17:31,7,0
INC0105205,Email,,Enterprise Applications,1/17/21 17:00,1/14/21 17:00,ERP,Configure/Modify,1/14/21 14:05,5,1
INC0105004,,,Student Computing,1/17/21 17:00,1/14/21 17:00,General Information,How To/Question,1/5/21 18:21,3,0
INC0105206,Email,,Enterprise Applications,1/17/21 17:00,1/14/21 17:00,ERP,Configure/Modify,1/14/21 14:20,4,1
INC0105201,Email,,Enterprise Applications,1/17/21 17:00,1/14/21 17:00,ERP,Configure/Modify,1/14/21 12:57,5,1
INC0105210,Email,,Networks,1/17/21 16:00,1/14/21 16:00,Phone/Fax/Credit Card Line,How To/Question,1/14/21 15:32,6,1
INC0105186,Email,,Systems,1/17/21 16:00,1/14/21 16:00,Other/Not Listed,Configure/Modify,1/13/21 15:23,6,1
INC0105207,,,Service Desk,1/17/21 16:00,1/14/21 16:00,Computer (Desktop/Laptop),How To/Question,1/14/21 15:02,2,0
INC0105067,Self-service,,Service Desk,1/17/21 15:00,1/14/21 15:00,Google Mail,How To/Question,1/8/21 11:32,9,0
INC0105183,Email,,Service Desk,1/17/21 15:00,1/14/21 15:00,Desktop Application,Configure/Modify,1/13/21 13:24,10,0
INC0105100,Email,,Service Desk,1/17/21 14:00,1/14/21 14:00,ERP,Configure/Modify,1/11/21 10:37,8,2
INC0105169,,,Service Desk,1/17/21 14:00,1/14/21 14:00,Office Printer,Broken/Not Working,1/13/21 10:57,10,2
INC0105202,Email,,Service Desk,1/17/21 14:00,1/14/21 14:00,Desktop Application,Configure/Modify,1/14/21 13:21,6,0
INC0105200,Phone,,Service Desk,1/17/21 14:00,1/14/21 14:00,Desktop Application,Configure/Modify,1/14/21 12:51,2,0
INC0105116,Phone,,Service Desk,1/17/21 13:00,1/14/21 13:00,Computer (Desktop/Laptop),Performance,1/11/21 14:47,7,0
INC0105008,Email,,Systems,1/17/21 13:00,1/14/21 13:00,Google Mail,Restore/Recover,1/6/21 8:53,8,1
INC0105176,Email,,Service Desk,1/17/21 13:00,1/14/21 13:00,Computer (Desktop/Laptop),Configure/Modify,1/13/21 12:32,9,0
INC0105196,Email,,Service Desk,1/17/21 12:00,1/14/21 12:00,Other/Not Listed,How To/Question,1/14/21 10:37,2,0
INC0105198,Phone,,Service Desk,1/17/21 12:00,1/14/21 12:00,Desktop Application,Configure/Modify,1/14/21 11:03,1,0
INC0105195,Phone,,Service Desk,1/17/21 12:00,1/14/21 12:00,Bogus/Duplicate Record,Maintenance,1/14/21 10:26,5,1
INC0105189,Email,,Service Desk,1/17/21 11:00,1/14/21 11:00,College Account/Identity Mgmt,Password,1/13/21 17:24,3,0
INC0105179,Phone,,Service Desk,1/17/21 11:00,1/14/21 11:00,College Account/Identity Mgmt,Password,1/13/21 12:45,4,0
INC0105193,Phone,,Service Desk,1/17/21 10:00,1/14/21 10:00,OS,Configure/Modify,1/14/21 9:37,1,0
INC0105138,Email,,Student Computing,1/17/21 9:00,1/14/21 9:00,College Account/Identity Mgmt,Password,1/12/21 11:20,7,1
INC0105182,Email,,Service Desk,1/16/21 20:00,1/13/21 20:00,College Account/Identity Mgmt,Password,1/13/21 13:00,10,0
INC0105184,Email,,Service Desk,1/16/21 18:00,1/13/21 18:00,Google Mail,Configure/Modify,1/13/21 14:09,5,0
INC0105165,Email,,Service Desk,1/16/21 18:00,1/13/21 18:00,OS,Configure/Modify,1/13/21 9:51,6,0
INC0105153,Email,,Service Desk,1/16/21 17:00,1/13/21 17:00,VPN/Remote Access,How To/Question,1/12/21 14:53,7,0
INC0105156,Self-service,,Service Desk,1/16/21 17:00,1/13/21 17:00,Wired Network,Configure/Modify,1/12/21 16:00,6,2
INC0105162,,,Student Computing,1/16/21 15:00,1/13/21 15:00,General Information,How To/Question,1/12/21 18:17,8,0
INC0105085,Email,,Service Desk,1/14/21 9:00,1/11/21 9:00,College Account/Identity Mgmt,Password,1/9/21 14:04,3,0
INC0105181,Email,,Service Desk,1/16/21 14:00,1/13/21 14:00,Desktop Application,How To/Question,1/13/21 12:58,2,0
INC0105178,Phone,,Service Desk,1/16/21 13:00,1/13/21 13:00,College Account/Identity Mgmt,Password,1/13/21 12:43,1,0
INC0104961,Phone,,Service Desk,1/16/21 13:00,1/13/21 13:00,College Account/Identity Mgmt,Password,1/4/21 12:16,3,0
INC0105177,Phone,,Service Desk,1/16/21 13:00,1/13/21 13:00,Other/Not Listed,How To/Question,1/13/21 12:35,1,0
INC0105096,Self-service,,Student Computing,1/16/21 13:00,1/13/21 13:00,College Account/Identity Mgmt,Security/Policy Breach,1/11/21 9:46,5,0
INC0105173,Phone,,Service Desk,1/16/21 13:00,1/13/21 13:00,College Account/Identity Mgmt,Password,1/13/21 12:15,1,0
INC0105160,Email,,Enterprise Applications,1/16/21 12:00,1/13/21 12:00,College Account/Identity Mgmt,Configure/Modify,1/12/21 17:35,14,1
INC0105061,Email,,Service Desk,1/16/21 11:00,1/13/21 11:00,College Account/Identity Mgmt,Password,1/8/21 8:59,4,0
INC0105158,Email,,Service Desk,1/16/21 9:00,1/13/21 9:00,College Account/Identity Mgmt,Password,1/12/21 16:47,5,0
INC0104994,Email,,Student Computing,1/15/21 19:00,1/12/21 19:00,Portal,How To/Question,1/5/21 12:56,4,1
INC0105084,Email,,Service Desk,1/15/21 17:00,1/12/21 17:00,OS,How To/Question,1/9/21 13:28,8,0
INC0105141,Self-service,,Enterprise Applications,1/15/21 17:00,1/12/21 17:00,ERP,Configure/Modify,1/12/21 12:35,3,0
INC0105152,,,Systems,1/15/21 16:00,1/12/21 16:00,Other/Not Listed,Install/New,1/12/21 14:41,8,1
INC0105147,Email,,Service Desk,1/15/21 15:00,1/12/21 15:00,College Account/Identity Mgmt,Password,1/12/21 14:00,4,0
INC0105148,,,Student Computing,1/15/21 15:00,1/12/21 15:00,General Information,How To/Question,1/12/21 14:15,3,0
INC0105144,Phone,,Service Desk,1/15/21 15:00,1/12/21 15:00,College Account/Identity Mgmt,Password,1/12/21 13:52,3,0
INC0105143,,,Student Computing,1/15/21 14:00,1/12/21 14:00,Desktop Application,How To/Question,1/12/21 12:51,3,0
INC0105137,,,Student Computing,1/15/21 13:00,1/12/21 13:00,Desktop Application,How To/Question,1/12/21 11:02,8,0
INC0105097,Phone,,Service Desk,1/15/21 12:00,1/12/21 12:00,OS,Restore/Recover,1/11/21 9:54,3,0
INC0105086,Email,,Student Computing,1/15/21 12:00,1/12/21 12:00,College Account/Identity Mgmt,Configure/Modify,1/9/21 18:23,7,3
INC0105126,Email,,Service Desk,1/15/21 12:00,1/12/21 12:00,Peripheral,Install/New,1/11/21 22:21,6,2
INC0105134,Phone,,Service Desk,1/15/21 11:00,1/12/21 11:00,College Account/Identity Mgmt,Password,1/12/21 10:12,1,0
INC0105135,Phone,,Service Desk,1/15/21 11:00,1/12/21 11:00,College Account/Identity Mgmt,Password,1/12/21 10:51,1,0
INC0105090,,,Service Desk,1/15/21 11:00,1/12/21 11:00,Computer (Desktop/Laptop),Performance,1/10/21 21:11,7,2
INC0105131,Phone,,Service Desk,1/15/21 10:00,1/12/21 10:00,College Account/Identity Mgmt,Password,1/12/21 9:23,1,0
INC0105129,Phone,,Service Desk,1/15/21 10:00,1/12/21 10:00,College Account/Identity Mgmt,Password,1/12/21 9:12,1,0
INC0105093,Phone,,Student Computing,1/15/21 10:00,1/12/21 10:00,General Information,How To/Question,1/11/21 9:09,6,0
INC0105109,Email,,Service Desk,1/15/21 10:00,1/12/21 10:00,Windows File Server (fs),Configure/Modify,1/11/21 12:26,6,0
INC0105092,Email,,Service Desk,1/15/21 10:00,1/12/21 10:00,Computer (Desktop/Laptop),Performance,1/11/21 7:51,4,0
INC0105122,,,Student Computing,1/14/21 17:00,1/11/21 17:00,General Information,How To/Question,1/11/21 16:41,3,0
INC0105024,Email,,Student Computing,1/14/21 17:00,1/11/21 17:00,Desktop Application,How To/Question,1/6/21 16:24,5,0
INC0105010,Phone,,Student Computing,1/14/21 17:00,1/11/21 17:00,General Information,How To/Question,1/6/21 11:28,15,0
INC0105118,Email,,Service Desk,1/14/21 16:00,1/11/21 16:00,VPN/Remote Access,How To/Question,1/11/21 15:15,2,0
INC0105171,Email,,Networks,1/14/21 15:30,1/11/21 15:30,Phone/Fax/Credit Card Line,Connectivity/Down,1/13/21 11:34,11,1
INC0105099,Email,,Enterprise Applications,1/14/21 15:00,1/11/21 15:00,ERP,Configure/Modify,1/11/21 10:31,4,1
INC0105115,Phone,,Service Desk,1/14/21 15:00,1/11/21 15:00,Desktop Application,Configure/Modify,1/11/21 14:33,1,0
INC0105078,Email,,Enterprise Applications,1/14/21 14:00,1/11/21 14:00,Portal,Configure/Modify,1/8/21 17:05,9,1
INC0105108,Email,,Service Desk,1/14/21 14:00,1/11/21 14:00,College Account/Identity Mgmt,Password,1/11/21 12:12,3,0
INC0105062,Email,,Service Desk,1/14/21 14:00,1/11/21 14:00,Computer (Desktop/Laptop),Configure/Modify,1/8/21 9:21,10,2
INC0104959,Email,,Enterprise Applications,1/14/21 14:00,1/11/21 14:00,Other/Not Listed,Configure/Modify,1/4/21 11:37,5,1
INC0105107,Phone,,Service Desk,1/14/21 13:00,1/11/21 13:00,College Account/Identity Mgmt,Password,1/11/21 12:11,1,0
INC0105072,,,Service Desk,1/14/21 13:00,1/11/21 13:00,Phone/Fax/Credit Card Line,Connectivity/Down,1/8/21 15:25,7,2
INC0105105,Email,,Service Desk,1/14/21 13:00,1/11/21 13:00,External Hard Drive,Remove/Delete,1/11/21 11:12,3,0
INC0105051,Self-service,,Service Desk,1/14/21 13:00,1/11/21 13:00,Windows File Server (fs),How To/Question,1/7/21 15:40,15,0
INC0105094,Phone,,Service Desk,1/14/21 12:00,1/11/21 12:00,OS,Restore/Recover,1/11/21 9:17,4,1
INC0105081,,,Service Desk,1/14/21 12:00,1/11/21 12:00,Computer (Desktop/Laptop),Restore/Recover,1/8/21 18:20,5,2
INC0105035,Email,,Service Desk,1/14/21 12:00,1/11/21 12:00,OS,Configure/Modify,1/7/21 10:01,11,2
INC0105104,Self-service,,Service Desk,1/14/21 12:00,1/11/21 12:00,Peripheral,Install/New,1/11/21 10:55,5,0
INC0105076,Email,,Enterprise Applications,1/14/21 11:00,1/11/21 11:00,ERP,Remove/Delete,1/8/21 16:37,7,1
INC0105031,Email,,Service Desk,1/14/21 11:00,1/11/21 11:00,Phone/Fax/Credit Card Line,Connectivity/Down,1/7/21 3:57,7,2
INC0105077,Email,,Enterprise Applications,1/14/21 11:00,1/11/21 11:00,ERP,Configure/Modify,1/8/21 16:39,8,1
INC0105098,Phone,,Service Desk,1/14/21 11:00,1/11/21 11:00,Peripheral,Replace/Upgrade,1/11/21 10:16,1,0
INC0105083,,,Student Computing,1/14/21 10:00,1/11/21 10:00,General Information,How To/Question,1/9/21 12:31,4,0
INC0105079,Email,,Service Desk,1/14/21 10:00,1/11/21 10:00,Google Mail,How To/Question,1/8/21 17:33,2,0
INC0105088,Email,,Service Desk,1/14/21 10:00,1/11/21 10:00,Google Mail,How To/Question,1/10/21 7:49,2,0
INC0105095,Email,,Service Desk,1/14/21 10:00,1/11/21 10:00,Google Mail,How To/Question,1/11/21 9:31,2,0
INC0105089,Email,,Service Desk,1/14/21 9:00,1/11/21 9:00,Bogus/Duplicate Record,Maintenance,1/10/21 8:47,2,0
INC0105091,Email,,Service Desk,1/14/21 9:00,1/11/21 9:00,Other/Not Listed,Configure/Modify,1/10/21 21:28,2,0
INC0105066,Email,,Service Desk,1/14/21 9:00,1/11/21 9:00,Computer (Desktop/Laptop),Performance,1/8/21 10:19,5,2
INC0104919,Email,,Service Desk,1/11/21 18:00,1/8/21 18:00,OS,How To/Question,1/1/21 10:38,10,0
INC0104975,Email,,Student Computing,1/11/21 16:00,1/8/21 16:00,College Account/Identity Mgmt,Configure/Modify,1/4/21 16:16,12,0
INC0105053,Email,,Service Desk,1/11/21 16:00,1/8/21 16:00,Peripheral,Loaner Equipment,1/7/21 15:47,6,2
INC0105068,Email,,Enterprise Applications,1/11/21 14:00,1/8/21 14:00,ERP,Configure/Modify,1/8/21 12:08,5,1
INC0105002,,,Student Computing,1/11/21 12:00,1/8/21 12:00,General Information,How To/Question,1/5/21 18:08,5,0
INC0105054,Email,,Student Computing,1/11/21 12:00,1/8/21 12:00,College Account/Identity Mgmt,Error/Bug,1/7/21 15:50,6,1
INC0104990,,,Student Computing,1/11/21 12:00,1/8/21 12:00,General Information,How To/Question,1/5/21 11:49,7,0
INC0104977,Phone,,Service Desk,1/11/21 12:00,1/8/21 12:00,College Account/Identity Mgmt,Error/Bug,1/4/21 16:43,6,0
INC0105065,Email,,Service Desk,1/11/21 11:00,1/8/21 11:00,PowerFAIDS,Configure/Modify,1/8/21 10:13,3,0
INC0105064,Phone,,Service Desk,1/11/21 11:00,1/8/21 11:00,College Account/Identity Mgmt,Password,1/8/21 10:07,1,0
INC0105063,,,Service Desk,1/11/21 11:00,1/8/21 11:00,Computer (Desktop/Laptop),Configure/Modify,1/8/21 10:01,2,0
INC0105058,Email,,Service Desk,1/11/21 10:00,1/8/21 10:00,College Account/Identity Mgmt,Password,1/7/21 17:23,3,0
INC0105055,Email,,Service Desk,1/10/21 17:00,1/7/21 17:00,Google Mail,How To/Question,1/7/21 16:17,2,0
INC0104956,Self-service,,Service Desk,1/10/21 17:00,1/7/21 17:00,VPN/Remote Access,How To/Question,1/4/21 11:11,8,0
INC0105048,Email,,Service Desk,1/10/21 17:00,1/7/21 17:00,Google Mail,How To/Question,1/7/21 15:30,2,0
INC0105018,Email,,Enterprise Applications,1/10/21 17:00,1/7/21 17:00,ERP,Configure/Modify,1/6/21 13:40,4,1
INC0105049,Email,,Service Desk,1/10/21 17:00,1/7/21 17:00,Google Mail,How To/Question,1/7/21 15:30,2,0
INC0105017,Self-service,,Networks,1/10/21 16:00,1/7/21 16:00,Wired Network,Connectivity/Down,1/6/21 13:39,3,0
INC0104953,Self-service,,Service Desk,1/10/21 16:00,1/7/21 16:00,Other Google Service,How To/Question,1/4/21 10:34,4,0
INC0105046,Phone,,Service Desk,1/10/21 16:00,1/7/21 16:00,ERP,Password,1/7/21 14:43,4,0
INC0105045,Email,,Service Desk,1/10/21 15:00,1/7/21 15:00,Desktop Application,How To/Question,1/7/21 14:12,2,0
INC0105047,Email,,Service Desk,1/10/21 15:00,1/7/21 15:00,ERP,Password,1/7/21 14:44,3,0
INC0105044,Phone,,Service Desk,1/10/21 13:00,1/7/21 13:00,Desktop Application,Configure/Modify,1/7/21 12:48,3,0
INC0105041,Phone,,Service Desk,1/10/21 12:00,1/7/21 12:00,ERP,Password,1/7/21 11:15,4,0
INC0105039,Email,,Service Desk,1/10/21 12:00,1/7/21 12:00,Bogus/Duplicate Record,Maintenance,1/7/21 10:47,2,0
INC0105043,Email,,Service Desk,1/10/21 12:00,1/7/21 12:00,Google Alias/Group,Configure/Modify,1/7/21 11:36,2,0
INC0104947,Email,,Service Desk,1/10/21 11:00,1/7/21 11:00,College Account/Identity Mgmt,Password,1/4/21 10:03,4,0
INC0105001,Email,,Service Desk,1/10/21 11:00,1/7/21 11:00,OS,Restore/Recover,1/5/21 17:59,8,0
INC0105037,Phone,,Service Desk,1/10/21 11:00,1/7/21 11:00,Desktop Application,Error/Bug,1/7/21 10:42,1,0
INC0104941,Email,,Service Desk,1/10/21 11:00,1/7/21 11:00,Server,Error/Bug,1/4/21 9:22,4,0
INC0105034,Email,,Service Desk,1/10/21 11:00,1/7/21 11:00,Desktop Application,How To/Question,1/7/21 9:59,2,0
INC0105030,Email,,Student Computing,1/10/21 10:00,1/7/21 10:00,General Information,How To/Question,1/6/21 23:06,3,0
INC0105026,Email,,Student Computing,1/10/21 10:00,1/7/21 10:00,General Information,How To/Question,1/6/21 19:41,3,0
INC0104996,Phone,,Service Desk,1/9/21 19:00,1/6/21 19:00,General Information,How To/Question,1/5/21 14:50,3,0
INC0105025,Email,,Service Desk,1/9/21 18:00,1/6/21 18:00,College Account/Identity Mgmt,Password,1/6/21 16:55,2,0
INC0104982,Phone,,Service Desk,1/9/21 16:00,1/6/21 16:00,College Account/Identity Mgmt,Password,1/5/21 9:02,2,0
INC0105023,Email,,Systems,1/9/21 16:00,1/6/21 16:00,External Hard Drive,Maintenance,1/6/21 15:12,4,0
INC0105022,Phone,,Service Desk,1/9/21 16:00,1/6/21 16:00,College Account/Identity Mgmt,Password,1/6/21 15:02,1,0
INC0105015,Email,,Student Computing,1/9/21 15:00,1/6/21 15:00,College Account/Identity Mgmt,Error/Bug,1/6/21 13:10,4,0
INC0105014,Self-service,,Service Desk,1/9/21 15:00,1/6/21 15:00,Google Alias/Group,Configure/Modify,1/6/21 13:06,4,0
INC0105013,,,Systems,1/9/21 15:00,1/6/21 15:00,College Account/Identity Mgmt,Configure/Modify,1/6/21 12:17,8,1
INC0105016,Email,,Service Desk,1/9/21 14:00,1/6/21 14:00,VPN/Remote Access,How To/Question,1/6/21 13:14,5,0
INC0105007,Self-service,,Networks,1/9/21 12:00,1/6/21 12:00,Wired Network,Connectivity/Down,1/6/21 8:08,2,0
INC0104978,Email,,Enterprise Applications,1/9/21 11:00,1/6/21 11:00,Informer,Configure/Modify,1/4/21 17:22,6,1
INC0104923,Email,,Student Computing,1/9/21 10:00,1/6/21 10:00,General Information,How To/Question,1/2/21 7:09,6,0
INC0105009,Email,,Student Computing,1/9/21 10:00,1/6/21 10:00,General Information,How To/Question,1/6/21 9:01,3,0
INC0105000,Email,,Service Desk,1/8/21 17:00,1/5/21 17:00,General Information,How To/Question,1/5/21 16:48,2,0
INC0104997,,,Service Desk,1/8/21 17:00,1/5/21 17:00,Windows File Server (fs),Configure/Modify,1/5/21 15:25,2,0
INC0104998,Email,,Service Desk,1/8/21 17:00,1/5/21 17:00,General Information,How To/Question,1/5/21 16:38,2,0
INC0104973,Email,,Enterprise Applications,1/8/21 15:00,1/5/21 15:00,ERP,Export/Import,1/4/21 15:52,9,1
INC0104981,Email,,Student Computing,1/8/21 14:00,1/5/21 14:00,General Information,How To/Question,1/4/21 20:05,5,0
INC0104989,Email,,Service Desk,1/8/21 13:00,1/5/21 13:00,VPN/Remote Access,How To/Question,1/5/21 11:29,5,0
INC0104991,Email,,Service Desk,1/8/21 13:00,1/5/21 13:00,General Information,How To/Question,1/5/21 12:05,2,0
INC0104987,Email,,Service Desk,1/8/21 13:00,1/5/21 13:00,OS,Configure/Modify,1/5/21 10:59,6,2
INC0104992,Email,,Service Desk,1/8/21 13:00,1/5/21 13:00,Peripheral,Replace/Upgrade,1/5/21 12:17,2,0
INC0104927,,,Student Computing,1/8/21 13:00,1/5/21 13:00,Google Mail,Error/Bug,1/2/21 20:00,11,1
INC0104960,Phone,,Service Desk,1/8/21 13:00,1/5/21 13:00,College Account/Identity Mgmt,Error/Bug,1/4/21 12:06,5,0
INC0104993,Email,,Service Desk,1/8/21 13:00,1/5/21 13:00,ERP,Password,1/5/21 12:33,2,0
INC0104988,Phone,,Service Desk,1/8/21 12:00,1/5/21 12:00,College Account/Identity Mgmt,Password,1/5/21 11:25,1,0
INC0104962,Self-service,,Systems,1/8/21 12:00,1/5/21 12:00,ERP,How To/Question,1/4/21 12:26,11,0
INC0104924,,,Networks,1/8/21 12:00,1/5/21 12:00,Wired Network,Connectivity/Down,1/2/21 8:24,17,2
INC0104957,Email,,Enterprise Applications,1/8/21 12:00,1/5/21 12:00,eBear,Export/Import,1/4/21 11:16,2,0
INC0104985,Phone,,Service Desk,1/8/21 11:00,1/5/21 11:00,Desktop Application,Configure/Modify,1/5/21 10:14,1,0
INC0104986,Phone,,Service Desk,1/8/21 11:00,1/5/21 11:00,Desktop Application,Install/New,1/5/21 10:18,1,0
INC0104984,Email,,Service Desk,1/8/21 10:00,1/5/21 10:00,Other Google Service,How To/Question,1/5/21 9:53,2,0
INC0104979,Email,,Student Computing,1/8/21 10:00,1/5/21 10:00,General Information,How To/Question,1/4/21 18:53,9,0
INC0104980,Email,,Service Desk,1/8/21 9:00,1/5/21 9:00,Courseworks,Configure/Modify,1/4/21 18:59,2,0
INC0104976,Email,,Service Desk,1/8/21 0:00,1/5/21 0:00,College Account/Identity Mgmt,Password,1/4/21 16:34,4,0
INC0104972,Email,,Service Desk,1/8/21 0:00,1/5/21 0:00,General Information,How To/Question,1/4/21 15:05,3,0
INC0104974,Email,,Service Desk,1/7/21 17:00,1/4/21 17:00,General Information,How To/Question,1/4/21 15:56,2,0
INC0104970,,,Service Desk,1/7/21 16:00,1/4/21 16:00,Other/Not Listed,How To/Question,1/4/21 14:11,9,0
INC0104955,Email,,Systems,1/7/21 15:00,1/4/21 15:00,Desktop Application,Configure/Modify,1/4/21 11:01,8,1
INC0104969,Phone,,Service Desk,1/7/21 15:00,1/4/21 15:00,College Account/Identity Mgmt,Password,1/4/21 13:54,1,0
INC0104971,Phone,,Service Desk,1/7/21 15:00,1/4/21 15:00,College Account/Identity Mgmt,Password,1/4/21 14:12,1,0
INC0104968,Email,,Student Computing,1/7/21 15:00,1/4/21 15:00,Desktop Application,How To/Question,1/4/21 13:40,3,0
INC0104966,Email,,Student Computing,1/7/21 15:00,1/4/21 15:00,College Account/Identity Mgmt,Configure/Modify,1/4/21 13:29,4,1
INC0104965,Email,,Service Desk,1/7/21 14:00,1/4/21 14:00,College Account/Identity Mgmt,Configure/Modify,1/4/21 13:01,2,0
INC0104963,Email,,Service Desk,1/7/21 14:00,1/4/21 14:00,General Information,How To/Question,1/4/21 12:45,2,0
INC0104942,Email,,Service Desk,1/7/21 14:00,1/4/21 14:00,Monitor,Install/New,1/4/21 9:39,7,2
INC0104946,Email,,Systems,1/7/21 14:00,1/4/21 14:00,Windows File Server (fs),Configure/Modify,1/4/21 10:01,6,1
INC0104964,Phone,,Service Desk,1/7/21 13:00,1/4/21 13:00,College Account/Identity Mgmt,Password,1/4/21 12:55,1,0
INC0104931,Email,,Student Computing,1/7/21 13:00,1/4/21 13:00,College Account/Identity Mgmt,How To/Question,1/3/21 11:19,7,1
INC0104936,Email,,Systems,1/7/21 13:00,1/4/21 13:00,Other/Not Listed,Error/Bug,1/3/21 20:01,8,2
INC0104920,Email,,Service Desk,1/7/21 12:00,1/4/21 12:00,Portal,Configure/Modify,1/1/21 13:35,4,0
INC0104958,Walk-in,,Service Desk,1/7/21 12:00,1/4/21 12:00,Other Google Service,Configure/Modify,1/4/21 11:29,1,0
